期号,日期,号码
2010031,2010-01-31,514
2010030,2010-01-30,394
2010029,2010-01-29,910
2010028,2010-01-28,740
2010027,2010-01-27,353
2010026,2010-01-26,677
2010025,2010-01-25,858
2010024,2010-01-24,773
2010023,2010-01-23,528
2010022,2010-01-22,217
2010021,2010-01-21,714
2010020,2010-01-20,924
2010019,2010-01-19,260
2010018,2010-01-18,829
2010017,2010-01-17,483
2010016,2010-01-16,111
2010015,2010-01-15,827
2010014,2010-01-14,196
2010013,2010-01-13,969
2010012,2010-01-12,426
2010011,2010-01-11,115
2010010,2010-01-10,875
2010009,2010-01-09,109
2010008,2010-01-08,397
2010007,2010-01-07,281
2010006,2010-01-06,560
2010005,2010-01-05,927
2010004,2010-01-04,496
2010003,2010-01-03,610
2010002,2010-01-02,938
2010001,2010-01-01,591
2009358,2009-12-31,670
2009357,2009-12-30,837
2009356,2009-12-29,712
2009355,2009-12-28,566
2009354,2009-12-27,454
2009353,2009-12-26,308
2009352,2009-12-25,374
2009351,2009-12-24,645
2009350,2009-12-23,052
2009349,2009-12-22,721
2009348,2009-12-21,578
2009347,2009-12-20,016
2009346,2009-12-19,603
2009345,2009-12-18,691
2009344,2009-12-17,292
2009343,2009-12-16,876
2009342,2009-12-15,587
2009341,2009-12-14,654
2009340,2009-12-13,159
2009339,2009-12-12,638
2009338,2009-12-11,634
2009337,2009-12-10,752
2009336,2009-12-09,918
2009335,2009-12-08,877
2009334,2009-12-07,519
2009333,2009-12-06,336
2009332,2009-12-05,897
2009331,2009-12-04,915
2009330,2009-12-03,607
2009329,2009-12-02,844
2009328,2009-12-01,402
2009327,2009-11-30,554
2009326,2009-11-29,950
2009325,2009-11-28,879
2009324,2009-11-27,942
2009323,2009-11-26,003
2009322,2009-11-25,827
2009321,2009-11-24,081
2009320,2009-11-23,692
2009319,2009-11-22,633
2009318,2009-11-21,607
2009317,2009-11-20,480
2009316,2009-11-19,073
2009315,2009-11-18,581
2009314,2009-11-17,789
2009313,2009-11-16,663
2009312,2009-11-15,817
2009311,2009-11-14,789
2009310,2009-11-13,965
2009309,2009-11-12,818
2009308,2009-11-11,030
2009307,2009-11-10,551
2009306,2009-11-09,583
2009305,2009-11-08,640
2009304,2009-11-07,552
2009303,2009-11-06,610
2009302,2009-11-05,849
2009301,2009-11-04,669
2009300,2009-11-03,744
2009299,2009-11-02,880
2009298,2009-11-01,310
2009297,2009-10-31,729
2009296,2009-10-30,591
2009295,2009-10-29,672
2009294,2009-10-28,960
2009293,2009-10-27,779
2009292,2009-10-26,374
2009291,2009-10-25,879
2009290,2009-10-24,004
2009289,2009-10-23,344
2009288,2009-10-22,490
2009287,2009-10-21,056
2009286,2009-10-20,349
2009285,2009-10-19,911
2009284,2009-10-18,654
2009283,2009-10-17,161
2009282,2009-10-16,850
2009281,2009-10-15,459
2009280,2009-10-14,956
2009279,2009-10-13,684
2009278,2009-10-12,367
2009277,2009-10-11,940
2009276,2009-10-10,608
2009275,2009-10-09,615
2009274,2009-10-08,593
2009273,2009-10-07,095
2009272,2009-10-06,566
2009271,2009-10-05,335
2009270,2009-10-04,759
2009269,2009-10-03,430
2009268,2009-10-02,480
2009267,2009-10-01,937
2009266,2009-09-30,894
2009265,2009-09-29,869
2009264,2009-09-28,345
2009263,2009-09-27,292
2009262,2009-09-26,790
2009261,2009-09-25,398
2009260,2009-09-24,423
2009259,2009-09-23,666
2009258,2009-09-22,549
2009257,2009-09-21,839
2009256,2009-09-20,860
2009255,2009-09-19,906
2009254,2009-09-18,008
2009253,2009-09-17,707
2009252,2009-09-16,399
2009251,2009-09-15,587
2009250,2009-09-14,319
2009249,2009-09-13,550
2009248,2009-09-12,412
2009247,2009-09-11,804
2009246,2009-09-10,751
2009245,2009-09-09,454
2009244,2009-09-08,423
2009243,2009-09-07,695
2009242,2009-09-06,156
2009241,2009-09-05,773
2009240,2009-09-04,299
2009239,2009-09-03,173
2009238,2009-09-02,963
2009237,2009-09-01,844
2009236,2009-08-31,323
2009235,2009-08-30,063
2009234,2009-08-29,073
2009233,2009-08-28,807
2009232,2009-08-27,438
2009231,2009-08-26,127
2009230,2009-08-25,772
2009229,2009-08-24,597
2009228,2009-08-23,738
2009227,2009-08-22,244
2009226,2009-08-21,457
2009225,2009-08-20,438
2009224,2009-08-19,176
2009223,2009-08-18,740
2009222,2009-08-17,761
2009221,2009-08-16,856
2009220,2009-08-15,317
2009219,2009-08-14,822
2009218,2009-08-13,061
2009217,2009-08-12,685
2009216,2009-08-11,648
2009215,2009-08-10,318
2009214,2009-08-09,239
2009213,2009-08-08,567
2009212,2009-08-07,642
2009211,2009-08-06,681
2009210,2009-08-05,304
2009209,2009-08-04,154
2009208,2009-08-03,013
2009207,2009-08-02,367
2009206,2009-08-01,284
2009205,2009-07-31,083
2009204,2009-07-30,062
2009203,2009-07-29,830
2009202,2009-07-28,230
2009201,2009-07-27,188
2009200,2009-07-26,823
2009199,2009-07-25,612
2009198,2009-07-24,298
2009197,2009-07-23,889
2009196,2009-07-22,468
2009195,2009-07-21,279
2009194,2009-07-20,214
2009193,2009-07-19,348
2009192,2009-07-18,669
2009191,2009-07-17,640
2009190,2009-07-16,534
2009189,2009-07-15,281
2009188,2009-07-14,911
2009187,2009-07-13,510
2009186,2009-07-12,017
2009185,2009-07-11,845
2009184,2009-07-10,623
2009183,2009-07-09,696
2009182,2009-07-08,288
2009181,2009-07-07,500
2009180,2009-07-06,035
2009179,2009-07-05,362
2009178,2009-07-04,247
2009177,2009-07-03,059
2009176,2009-07-02,551
2009175,2009-07-01,586
2009174,2009-06-30,965
2009173,2009-06-29,713
2009172,2009-06-28,919
2009171,2009-06-27,200
2009170,2009-06-26,446
2009169,2009-06-25,475
2009168,2009-06-24,565
2009167,2009-06-23,817
2009166,2009-06-22,209
2009165,2009-06-21,354
2009164,2009-06-20,147
2009163,2009-06-19,838
2009162,2009-06-18,995
2009161,2009-06-17,048
2009160,2009-06-16,627
2009159,2009-06-15,037
2009158,2009-06-14,139
2009157,2009-06-13,508
2009156,2009-06-12,841
2009155,2009-06-11,188
2009154,2009-06-10,351
2009153,2009-06-09,389
2009152,2009-06-08,572
2009151,2009-06-07,453
2009150,2009-06-06,719
2009149,2009-06-05,063
2009148,2009-06-04,831
2009147,2009-06-03,566
2009146,2009-06-02,714
2009145,2009-06-01,110
2009144,2009-05-31,097
2009143,2009-05-30,221
2009142,2009-05-29,218
2009141,2009-05-28,938
2009140,2009-05-27,731
2009139,2009-05-26,412
2009138,2009-05-25,890
2009137,2009-05-24,302
2009136,2009-05-23,570
2009135,2009-05-22,722
2009134,2009-05-21,986
2009133,2009-05-20,419
2009132,2009-05-19,832
2009131,2009-05-18,373
2009130,2009-05-17,269
2009129,2009-05-16,056
2009128,2009-05-15,974
2009127,2009-05-14,539
2009126,2009-05-13,736
2009125,2009-05-12,644
2009124,2009-05-11,223
2009123,2009-05-10,992
2009122,2009-05-09,431
2009121,2009-05-08,181
2009120,2009-05-07,301
2009119,2009-05-06,146
2009118,2009-05-05,663
2009117,2009-05-04,505
2009116,2009-05-03,192
2009115,2009-05-02,048
2009114,2009-05-01,359
2009113,2009-04-30,705
2009112,2009-04-29,477
2009111,2009-04-28,645
2009110,2009-04-27,603
2009109,2009-04-26,832
2009108,2009-04-25,207
2009107,2009-04-24,985
2009106,2009-04-23,580
2009105,2009-04-22,691
2009104,2009-04-21,515
2009103,2009-04-20,730
2009102,2009-04-19,197
2009101,2009-04-18,485
2009100,2009-04-17,585
2009099,2009-04-16,436
2009098,2009-04-15,937
2009097,2009-04-14,474
2009096,2009-04-13,402
2009095,2009-04-12,792
2009094,2009-04-11,290
2009093,2009-04-10,069
2009092,2009-04-09,085
2009091,2009-04-08,851
2009090,2009-04-07,003
2009089,2009-04-06,046
2009088,2009-04-05,809
2009087,2009-04-04,821
2009086,2009-04-03,161
2009085,2009-04-02,852
2009084,2009-04-01,076
2009083,2009-03-31,877
2009082,2009-03-30,376
2009081,2009-03-29,456
2009080,2009-03-28,530
2009079,2009-03-27,892
2009078,2009-03-26,558
2009077,2009-03-25,576
2009076,2009-03-24,988
2009075,2009-03-23,999
2009074,2009-03-22,328
2009073,2009-03-21,303
2009072,2009-03-20,821
2009071,2009-03-19,047
2009070,2009-03-18,351
2009069,2009-03-17,085
2009068,2009-03-16,718
2009067,2009-03-15,016
2009066,2009-03-14,665
2009065,2009-03-13,055
2009064,2009-03-12,661
2009063,2009-03-11,994
2009062,2009-03-10,443
2009061,2009-03-09,207
2009060,2009-03-08,774
2009059,2009-03-07,359
2009058,2009-03-06,208
2009057,2009-03-05,658
2009056,2009-03-04,652
2009055,2009-03-03,567
2009054,2009-03-02,698
2009053,2009-03-01,645
2009052,2009-02-28,389
2009051,2009-02-27,416
2009050,2009-02-26,508
2009049,2009-02-25,834
2009048,2009-02-24,939
2009047,2009-02-23,393
2009046,2009-02-22,989
2009045,2009-02-21,375
2009044,2009-02-20,737
2009043,2009-02-19,268
2009042,2009-02-18,140
2009041,2009-02-17,968
2009040,2009-02-16,440
2009039,2009-02-15,897
2009038,2009-02-14,540
2009037,2009-02-13,147
2009036,2009-02-12,236
2009035,2009-02-11,514
2009034,2009-02-10,767
2009033,2009-02-09,444
2009032,2009-02-08,194
2009031,2009-02-07,529
2009030,2009-02-06,785
2009029,2009-02-05,918
2009028,2009-02-04,506
2009027,2009-02-03,298
2009026,2009-02-02,384
2009025,2009-02-01,141
2009024,2009-01-24,429
2009023,2009-01-23,344
2009022,2009-01-22,358
2009021,2009-01-21,135
2009020,2009-01-20,328
2009019,2009-01-19,514
2009018,2009-01-18,334
2009017,2009-01-17,740
2009016,2009-01-16,304
2009015,2009-01-15,869
2009014,2009-01-14,434
2009013,2009-01-13,626
2009012,2009-01-12,157
2009011,2009-01-11,403
2009010,2009-01-10,397
2009009,2009-01-09,047
2009008,2009-01-08,196
2009007,2009-01-07,916
2009006,2009-01-06,037
2009005,2009-01-05,499
2009004,2009-01-04,951
2009003,2009-01-03,438
2009002,2009-01-02,754
2009001,2009-01-01,671
2008359,2008-12-31,927
2008358,2008-12-30,159
2008357,2008-12-29,475
2008356,2008-12-28,363
2008355,2008-12-27,820
2008354,2008-12-26,801
2008353,2008-12-25,813
2008352,2008-12-24,632
2008351,2008-12-23,055
2008350,2008-12-22,364
2008349,2008-12-21,400
2008348,2008-12-20,014
2008347,2008-12-19,807
2008346,2008-12-18,982
2008345,2008-12-17,393
2008344,2008-12-16,119
2008343,2008-12-15,541
2008342,2008-12-14,368
2008341,2008-12-13,699
2008340,2008-12-12,342
2008339,2008-12-11,452
2008338,2008-12-10,071
2008337,2008-12-09,915
2008336,2008-12-08,687
2008335,2008-12-07,187
2008334,2008-12-06,736
2008333,2008-12-05,398
2008332,2008-12-04,433
2008331,2008-12-03,368
2008330,2008-12-02,007
2008329,2008-12-01,052
2008328,2008-11-30,440
2008327,2008-11-29,213
2008326,2008-11-28,502
2008325,2008-11-27,811
2008324,2008-11-26,991
2008323,2008-11-25,106
2008322,2008-11-24,355
2008321,2008-11-23,535
2008320,2008-11-22,053
2008319,2008-11-21,003
2008318,2008-11-20,096
2008317,2008-11-19,000
2008316,2008-11-18,493
2008315,2008-11-17,548
2008314,2008-11-16,518
2008313,2008-11-15,178
2008312,2008-11-14,633
2008311,2008-11-13,518
2008310,2008-11-12,967
2008309,2008-11-11,867
2008308,2008-11-10,172
2008307,2008-11-09,843
2008306,2008-11-08,764
2008305,2008-11-07,679
2008304,2008-11-06,525
2008303,2008-11-05,971
2008302,2008-11-04,424
2008301,2008-11-03,294
2008300,2008-11-02,794
2008299,2008-11-01,104
2008298,2008-10-31,107
2008297,2008-10-30,749
2008296,2008-10-29,320
2008295,2008-10-28,808
2008294,2008-10-27,835
2008293,2008-10-26,905
2008292,2008-10-25,819
2008291,2008-10-24,997
2008290,2008-10-23,144
2008289,2008-10-22,045
2008288,2008-10-21,836
2008287,2008-10-20,794
2008286,2008-10-19,209
2008285,2008-10-18,547
2008284,2008-10-17,549
2008283,2008-10-16,315
2008282,2008-10-15,579
2008281,2008-10-14,766
2008280,2008-10-13,234
2008279,2008-10-12,896
2008278,2008-10-11,786
2008277,2008-10-10,560
2008276,2008-10-09,891
2008275,2008-10-08,020
2008274,2008-10-07,922
2008273,2008-10-06,409
2008272,2008-10-05,815
2008271,2008-10-04,816
2008270,2008-10-03,186
2008269,2008-10-02,980
2008268,2008-10-01,768
2008267,2008-09-30,210
2008266,2008-09-29,309
2008265,2008-09-28,489
2008264,2008-09-27,268
2008263,2008-09-26,700
2008262,2008-09-25,032
2008261,2008-09-24,223
2008260,2008-09-23,002
2008259,2008-09-22,528
2008258,2008-09-21,201
2008257,2008-09-20,190
2008256,2008-09-19,055
2008255,2008-09-18,182
2008254,2008-09-17,928
2008253,2008-09-16,337
2008252,2008-09-15,050
2008251,2008-09-14,404
2008250,2008-09-13,369
2008249,2008-09-12,914
2008248,2008-09-11,795
2008247,2008-09-10,896
2008246,2008-09-09,931
2008245,2008-09-08,750
2008244,2008-09-07,000
2008243,2008-09-06,647
2008242,2008-09-05,725
2008241,2008-09-04,107
2008240,2008-09-03,431
2008239,2008-09-02,538
2008238,2008-09-01,223
2008237,2008-08-31,699
2008236,2008-08-30,622
2008235,2008-08-29,837
2008234,2008-08-28,076
2008233,2008-08-27,766
2008232,2008-08-26,132
2008231,2008-08-25,395
2008230,2008-08-24,913
2008229,2008-08-23,604
2008228,2008-08-22,661
2008227,2008-08-21,167
2008226,2008-08-20,837
2008225,2008-08-19,032
2008224,2008-08-18,525
2008223,2008-08-17,934
2008222,2008-08-16,636
2008221,2008-08-15,529
2008220,2008-08-14,213
2008219,2008-08-13,751
2008218,2008-08-12,884
2008217,2008-08-11,962
2008216,2008-08-10,166
2008215,2008-08-09,015
2008214,2008-08-08,864
2008213,2008-08-07,728
2008212,2008-08-06,640
2008211,2008-08-05,280
2008210,2008-08-04,458
2008209,2008-08-03,914
2008208,2008-08-02,833
2008207,2008-08-01,647
2008206,2008-07-31,683
2008205,2008-07-30,681
2008204,2008-07-29,799
2008203,2008-07-28,563
2008202,2008-07-27,156
2008201,2008-07-26,458
2008200,2008-07-25,465
2008199,2008-07-24,164
2008198,2008-07-23,979
2008197,2008-07-22,964
2008196,2008-07-21,161
2008195,2008-07-20,409
2008194,2008-07-19,840
2008193,2008-07-18,103
2008192,2008-07-17,524
2008191,2008-07-16,950
2008190,2008-07-15,340
2008189,2008-07-14,409
2008188,2008-07-13,413
2008187,2008-07-12,374
2008186,2008-07-11,152
2008185,2008-07-10,697
2008184,2008-07-09,589
2008183,2008-07-08,085
2008182,2008-07-07,865
2008181,2008-07-06,001
2008180,2008-07-05,667
2008179,2008-07-04,049
2008178,2008-07-03,615
2008177,2008-07-02,448
2008176,2008-07-01,674
2008175,2008-06-30,470
2008174,2008-06-29,553
2008173,2008-06-28,597
2008172,2008-06-27,419
2008171,2008-06-26,959
2008170,2008-06-25,371
2008169,2008-06-24,923
2008168,2008-06-23,680
2008167,2008-06-22,242
2008166,2008-06-21,128
2008165,2008-06-20,307
2008164,2008-06-19,057
2008163,2008-06-18,151
2008162,2008-06-17,132
2008161,2008-06-16,273
2008160,2008-06-15,747
2008159,2008-06-14,752
2008158,2008-06-13,386
2008157,2008-06-12,788
2008156,2008-06-11,985
2008155,2008-06-10,717
2008154,2008-06-09,869
2008153,2008-06-08,067
2008152,2008-06-07,590
2008151,2008-06-06,724
2008150,2008-06-05,625
2008149,2008-06-04,083
2008148,2008-06-03,925
2008147,2008-06-02,831
2008146,2008-06-01,028
2008145,2008-05-31,064
2008144,2008-05-30,971
2008143,2008-05-29,640
2008142,2008-05-28,938
2008141,2008-05-27,180
2008140,2008-05-26,303
2008139,2008-05-25,179
2008138,2008-05-24,364
2008137,2008-05-23,427
2008136,2008-05-22,226
2008135,2008-05-21,416
2008134,2008-05-20,721
2008133,2008-05-19,082
2008132,2008-05-18,228
2008131,2008-05-17,817
2008130,2008-05-16,466
2008129,2008-05-15,931
2008128,2008-05-14,385
2008127,2008-05-13,560
2008126,2008-05-12,610
2008125,2008-05-11,422
2008124,2008-05-10,781
2008123,2008-05-09,545
2008122,2008-05-08,197
2008121,2008-05-07,904
2008120,2008-05-06,487
2008119,2008-05-05,408
2008118,2008-05-04,442
2008117,2008-05-03,032
2008116,2008-05-02,560
2008115,2008-05-01,327
2008114,2008-04-30,274
2008113,2008-04-29,102
2008112,2008-04-28,154
2008111,2008-04-27,469
2008110,2008-04-26,464
2008109,2008-04-25,918
2008108,2008-04-24,199
2008107,2008-04-23,624
2008106,2008-04-22,653
2008105,2008-04-21,492
2008104,2008-04-20,300
2008103,2008-04-19,000
2008102,2008-04-18,945
2008101,2008-04-17,934
2008100,2008-04-16,626
2008099,2008-04-15,154
2008098,2008-04-14,040
2008097,2008-04-13,836
2008096,2008-04-12,382
2008095,2008-04-11,979
2008094,2008-04-10,144
2008093,2008-04-09,148
2008092,2008-04-08,418
2008091,2008-04-07,160
2008090,2008-04-06,159
2008089,2008-04-05,042
2008088,2008-04-04,322
2008087,2008-04-03,409
2008086,2008-04-02,407
2008085,2008-04-01,081
2008084,2008-03-31,979
2008083,2008-03-30,669
2008082,2008-03-29,659
2008081,2008-03-28,026
2008080,2008-03-27,357
2008079,2008-03-26,022
2008078,2008-03-25,014
2008077,2008-03-24,475
2008076,2008-03-23,457
2008075,2008-03-22,706
2008074,2008-03-21,400
2008073,2008-03-20,816
2008072,2008-03-19,268
2008071,2008-03-18,303
2008070,2008-03-17,612
2008069,2008-03-16,437
2008068,2008-03-15,249
2008067,2008-03-14,662
2008066,2008-03-13,857
2008065,2008-03-12,738
2008064,2008-03-11,898
2008063,2008-03-10,544
2008062,2008-03-09,933
2008061,2008-03-08,543
2008060,2008-03-07,570
2008059,2008-03-06,793
2008058,2008-03-05,802
2008057,2008-03-04,172
2008056,2008-03-03,830
2008055,2008-03-02,828
2008054,2008-03-01,132
2008053,2008-02-29,156
2008052,2008-02-28,690
2008051,2008-02-27,363
2008050,2008-02-26,428
2008049,2008-02-25,403
2008048,2008-02-24,308
2008047,2008-02-23,230
2008046,2008-02-22,179
2008045,2008-02-21,930
2008044,2008-02-20,149
2008043,2008-02-19,320
2008042,2008-02-18,266
2008041,2008-02-17,125
2008040,2008-02-16,898
2008039,2008-02-15,372
2008038,2008-02-14,312
2008037,2008-02-13,149
2008036,2008-02-05,320
2008035,2008-02-04,570
2008034,2008-02-03,807
2008033,2008-02-02,505
2008032,2008-02-01,183
2008031,2008-01-31,136
2008030,2008-01-30,984
2008029,2008-01-29,562
2008028,2008-01-28,674
2008027,2008-01-27,825
2008026,2008-01-26,088
2008025,2008-01-25,960
2008024,2008-01-24,016
2008023,2008-01-23,112
2008022,2008-01-22,254
2008021,2008-01-21,999
2008020,2008-01-20,745
2008019,2008-01-19,573
2008018,2008-01-18,793
2008017,2008-01-17,950
2008016,2008-01-16,954
2008015,2008-01-15,448
2008014,2008-01-14,616
2008013,2008-01-13,369
2008012,2008-01-12,153
2008011,2008-01-11,380
2008010,2008-01-10,765
2008009,2008-01-09,030
2008008,2008-01-08,149
2008007,2008-01-07,302
2008006,2008-01-06,020
2008005,2008-01-05,517
2008004,2008-01-04,094
2008003,2008-01-03,353
2008002,2008-01-02,790
2008001,2008-01-01,346
2007357,2007-12-31,495
2007356,2007-12-30,831
2007355,2007-12-29,129
2007354,2007-12-28,239
2007353,2007-12-27,377
2007352,2007-12-26,798
2007351,2007-12-25,558
2007350,2007-12-24,889
2007349,2007-12-23,522
2007348,2007-12-22,992
2007347,2007-12-21,279
2007346,2007-12-20,793
2007345,2007-12-19,476
2007344,2007-12-18,675
2007343,2007-12-17,852
2007342,2007-12-16,606
2007341,2007-12-15,667
2007340,2007-12-14,105
2007339,2007-12-13,450
2007338,2007-12-12,856
2007337,2007-12-11,399
2007336,2007-12-10,785
2007335,2007-12-09,747
2007334,2007-12-08,119
2007333,2007-12-07,284
2007332,2007-12-06,913
2007331,2007-12-05,535
2007330,2007-12-04,124
2007329,2007-12-03,732
2007328,2007-12-02,545
2007327,2007-12-01,423
2007326,2007-11-30,558
2007325,2007-11-29,674
2007324,2007-11-28,112
2007323,2007-11-27,331
2007322,2007-11-26,349
2007321,2007-11-25,494
2007320,2007-11-24,924
2007319,2007-11-23,051
2007318,2007-11-22,125
2007317,2007-11-21,214
2007316,2007-11-20,430
2007315,2007-11-19,816
2007314,2007-11-18,343
2007313,2007-11-17,196
2007312,2007-11-16,784
2007311,2007-11-15,013
2007310,2007-11-14,960
2007309,2007-11-13,334
2007308,2007-11-12,627
2007307,2007-11-11,749
2007306,2007-11-10,507
2007305,2007-11-09,511
2007304,2007-11-08,338
2007303,2007-11-07,700
2007302,2007-11-06,110
2007301,2007-11-05,364
2007300,2007-11-04,908
2007299,2007-11-03,664
2007298,2007-11-02,545
2007297,2007-11-01,947
2007296,2007-10-31,519
2007295,2007-10-30,666
2007294,2007-10-29,605
2007293,2007-10-28,321
2007292,2007-10-27,732
2007291,2007-10-26,661
2007290,2007-10-25,736
2007289,2007-10-24,861
2007288,2007-10-23,573
2007287,2007-10-22,356
2007286,2007-10-21,188
2007285,2007-10-20,301
2007284,2007-10-19,473
2007283,2007-10-18,417
2007282,2007-10-17,631
2007281,2007-10-16,728
2007280,2007-10-15,891
2007279,2007-10-14,498
2007278,2007-10-13,615
2007277,2007-10-12,814
2007276,2007-10-11,669
2007275,2007-10-10,866
2007274,2007-10-09,817
2007273,2007-10-08,052
2007272,2007-10-07,466
2007271,2007-10-06,453
2007270,2007-10-05,781
2007269,2007-10-04,825
2007268,2007-10-03,493
2007267,2007-10-02,838
2007266,2007-10-01,547
2007265,2007-09-30,432
2007264,2007-09-29,696
2007263,2007-09-28,217
2007262,2007-09-27,062
2007261,2007-09-26,235
2007260,2007-09-25,268
2007259,2007-09-24,649
2007258,2007-09-23,173
2007257,2007-09-22,373
2007256,2007-09-21,952
2007255,2007-09-20,692
2007254,2007-09-19,981
2007253,2007-09-18,573
2007252,2007-09-17,882
2007251,2007-09-16,941
2007250,2007-09-15,706
2007249,2007-09-14,360
2007248,2007-09-13,119
2007247,2007-09-12,393
2007246,2007-09-11,884
2007245,2007-09-10,062
2007244,2007-09-09,095
2007243,2007-09-08,492
2007242,2007-09-07,117
2007241,2007-09-06,398
2007240,2007-09-05,675
2007239,2007-09-04,323
2007238,2007-09-03,193
2007237,2007-09-02,047
2007236,2007-09-01,552
2007235,2007-08-31,358
2007234,2007-08-30,302
2007233,2007-08-29,855
2007232,2007-08-28,739
2007231,2007-08-27,482
2007230,2007-08-26,021
2007229,2007-08-25,584
2007228,2007-08-24,141
2007227,2007-08-23,420
2007226,2007-08-22,585
2007225,2007-08-21,592
2007224,2007-08-20,830
2007223,2007-08-19,687
2007222,2007-08-18,801
2007221,2007-08-17,611
2007220,2007-08-16,263
2007219,2007-08-15,862
2007218,2007-08-14,590
2007217,2007-08-13,037
2007216,2007-08-12,492
2007215,2007-08-11,644
2007214,2007-08-10,513
2007213,2007-08-09,138
2007212,2007-08-08,319
2007211,2007-08-07,755
2007210,2007-08-06,476
2007209,2007-08-05,607
2007208,2007-08-04,746
2007207,2007-08-03,828
2007206,2007-08-02,511
2007205,2007-08-01,153
2007204,2007-07-31,033
2007203,2007-07-30,384
2007202,2007-07-29,274
2007201,2007-07-28,284
2007200,2007-07-27,818
2007199,2007-07-26,289
2007198,2007-07-25,942
2007197,2007-07-24,024
2007196,2007-07-23,030
2007195,2007-07-22,537
2007194,2007-07-21,154
2007193,2007-07-20,818
2007192,2007-07-19,014
2007191,2007-07-18,603
2007190,2007-07-17,488
2007189,2007-07-16,505
2007188,2007-07-15,774
2007187,2007-07-14,451
2007186,2007-07-13,208
2007185,2007-07-12,662
2007184,2007-07-11,998
2007183,2007-07-10,480
2007182,2007-07-09,518
2007181,2007-07-08,417
2007180,2007-07-07,701
2007179,2007-07-06,269
2007178,2007-07-05,989
2007177,2007-07-04,848
2007176,2007-07-03,811
2007175,2007-07-02,942
2007174,2007-07-01,212
2007173,2007-06-30,734
2007172,2007-06-29,503
2007171,2007-06-28,772
2007170,2007-06-27,669
2007169,2007-06-26,404
2007168,2007-06-25,539
2007167,2007-06-24,085
2007166,2007-06-23,581
2007165,2007-06-22,073
2007164,2007-06-21,179
2007163,2007-06-20,094
2007162,2007-06-19,407
2007161,2007-06-18,443
2007160,2007-06-17,225
2007159,2007-06-16,012
2007158,2007-06-15,636
2007157,2007-06-14,602
2007156,2007-06-13,859
2007155,2007-06-12,481
2007154,2007-06-11,775
2007153,2007-06-10,321
2007152,2007-06-09,948
2007151,2007-06-08,885
2007150,2007-06-07,505
2007149,2007-06-06,009
2007148,2007-06-05,806
2007147,2007-06-04,336
2007146,2007-06-03,951
2007145,2007-06-02,119
2007144,2007-06-01,391
2007143,2007-05-31,759
2007142,2007-05-30,470
2007141,2007-05-29,731
2007140,2007-05-28,655
2007139,2007-05-27,291
2007138,2007-05-26,190
2007137,2007-05-25,400
2007136,2007-05-24,257
2007135,2007-05-23,762
2007134,2007-05-22,152
2007133,2007-05-21,218
2007132,2007-05-20,724
2007131,2007-05-19,342
2007130,2007-05-18,468
2007129,2007-05-17,952
2007128,2007-05-16,746
2007127,2007-05-15,066
2007126,2007-05-14,425
2007125,2007-05-13,045
2007124,2007-05-12,518
2007123,2007-05-11,790
2007122,2007-05-10,904
2007121,2007-05-09,831
2007120,2007-05-08,735
2007119,2007-05-07,225
2007118,2007-05-06,400
2007117,2007-05-05,209
2007116,2007-05-04,144
2007115,2007-05-03,717
2007114,2007-05-02,810
2007113,2007-05-01,324
2007112,2007-04-30,579
2007111,2007-04-29,296
2007110,2007-04-28,630
2007109,2007-04-27,602
2007108,2007-04-26,653
2007107,2007-04-25,529
2007106,2007-04-24,642
2007105,2007-04-23,177
2007104,2007-04-22,130
2007103,2007-04-21,671
2007102,2007-04-20,245
2007101,2007-04-19,418
2007100,2007-04-18,488
2007099,2007-04-17,304
2007098,2007-04-16,006
2007097,2007-04-15,755
2007096,2007-04-14,845
2007095,2007-04-13,074
2007094,2007-04-12,415
2007093,2007-04-11,368
2007092,2007-04-10,958
2007091,2007-04-09,779
2007090,2007-04-08,071
2007089,2007-04-07,589
2007088,2007-04-06,258
2007087,2007-04-05,905
2007086,2007-04-04,574
2007085,2007-04-03,687
2007084,2007-04-02,811
2007083,2007-04-01,180
2007082,2007-03-31,942
2007081,2007-03-30,827
2007080,2007-03-29,379
2007079,2007-03-28,710
2007078,2007-03-27,666
2007077,2007-03-26,623
2007076,2007-03-25,399
2007075,2007-03-24,071
2007074,2007-03-23,745
2007073,2007-03-22,977
2007072,2007-03-21,914
2007071,2007-03-20,394
2007070,2007-03-19,163
2007069,2007-03-18,683
2007068,2007-03-17,691
2007067,2007-03-16,016
2007066,2007-03-15,889
2007065,2007-03-14,500
2007064,2007-03-13,617
2007063,2007-03-12,326
2007062,2007-03-11,775
2007061,2007-03-10,144
2007060,2007-03-09,987
2007059,2007-03-08,029
2007058,2007-03-07,295
2007057,2007-03-06,668
2007056,2007-03-05,403
2007055,2007-03-04,656
2007054,2007-03-03,204
2007053,2007-03-02,078
2007052,2007-03-01,899
2007051,2007-02-28,892
2007050,2007-02-27,951
2007049,2007-02-26,363
2007048,2007-02-25,418
2007047,2007-02-16,304
2007046,2007-02-15,208
2007045,2007-02-14,400
2007044,2007-02-13,522
2007043,2007-02-12,321
2007042,2007-02-11,393
2007041,2007-02-10,359
2007040,2007-02-09,212
2007039,2007-02-08,712
2007038,2007-02-07,195
2007037,2007-02-06,570
2007036,2007-02-05,485
2007035,2007-02-04,409
2007034,2007-02-03,414
2007033,2007-02-02,928
2007032,2007-02-01,551
2007031,2007-01-31,975
2007030,2007-01-30,747
